economy,inflation_rate,unemployment_rate,exports_percent_gdp,imports_percent_gdp,gross_savings_percent_gdp,education_expenditure_percent_gdp,health_expenditure_percent_gdp,urban_population_percent,manufacturing_percent_gdp,industry_value_added_percent_gdp,medical_doctors,life_expectancy,infant_mortality_rate,probability_of_dying,log_gdp_per_capita,log_manufacturing_value_added_per_capita,log_air_pollution
SSF,5.5692981744901635,6.340054057247076,25.862278381534416,26.53230136180698,19.1063508805712,3.3166404602764024,5.0025521036514355,42.44850212156392,11.42717614499374,27.4122892476078,22.607,71.782052087,19.930900249100002,16.59,7.351042572074008,26.111727455443397,8.361641206886663
SST,3.2801994307467153,8.219635854638254,73.97426071886711,70.6784726792868,21.9407746288381,4.835691029585215,7.201477124678508,51.8517886154509,8.983216956062225,24.05570936731753,21.3,72.029186488,21.594576055699996,19.21,9.490788257168134,23.838540800426955,7.586953067592598
STP,14.314714923174732,9.3038,24.140222392835806,73.37034505912335,19.120056938830494,5.197985201241893,7.031081915,75.7194,3.4103136351130403,4.23856069412553,4.64,69.59341497,10.41859049,19.5,7.871716166334227,16.928128222344764,2.749703849702322
SUR,42.85448121672614,8.0734,49.92344404485008,56.6413903897292,16.04792159171647,3.7541621617323377,6.6456899675,66.3238,24.526731542861825,39.09194934848105,13.55,72.70139066,15.184857789,18.8,8.658673852675568,20.525390483056377,1.0508216248317612
SVK,6.230050137735942,6.1659999999999995,90.10272515410934,90.82644953569958,17.50501446538006,4.6972832679748535,7.3832591775,53.9376,16.921775121201723,28.03191300984842,36.97,78.01092046,4.530701852,16.6,10.034770049048266,23.764378341244317,7.291697761444668
SVN,4.021682170162002,4.147,84.20350517690704,78.28294154230139,25.955405399723663,5.363776842753094,9.283517838,55.7644,19.8446928483689,28.71855033559582,33.67,80.41495666,1.980349204,8.1,10.306668296181101,23.251565931504775,4.1214245666258424
SWE,4.482859430349261,8.108799999999999,51.08468006024674,47.31845110127242,31.14305779623884,7.624890009562176,10.930482484,88.4842,13.61751952573284,22.93872736919614,44.08,81.02212976,1.826962104,9.2,10.941716179864606,25.113070631119548,4.86112162447826
SWZ,11.329687527418619,34.388400000000004,45.4477285696982,46.403659113356696,21.938306763649894,5.44409968664164,7.5205816025,24.5838,28.3822298724219,33.329311514161326,5.57,54.59266973,43.549378967,32.3,8.242416046737969,20.98387378237514,5.483372683213047
SXM,5.748602971546248,7.81481,42.00683917977653,62.53789567139161,20.31060183767537,4.09892170555004,5.246447194999999,100.0,1.206144487917225,6.5426162254613995,17.079,68.10510009999999,24.9201744209,22.990000000000002,10.47608403238444,16.562511123044427,7.3923203736187855
SYC,2.57484510094394,8.578970000000002,81.10177393719177,98.15371202605672,-1.7766254713316,4.29130263434953,4.9571733474999995,58.3952,5.537378920714518,12.69120836035816,65.98,74.01196664,12.101952321,17.8,9.704885297109609,18.411907187758317,0.885419068207068
SYR,9.317747357623388,13.897,12.003034975048491,35.213061184371,17.70952625268209,3.9225548480882457,4.1281709074999995,56.7642,8.777653804272264,17.253432897701668,15.21,72.43803165,17.014879298,21.3,6.665369577627683,21.127603812816417,6.438949332228305
TCA,5.748602971546248,8.110090000000001,42.006839179776534,62.53789567139161,20.979047068351576,3.053624737076916,5.2729054345,94.0332,0.5131970607432844,9.962674135518249,8.665999999999999,67.249279827,4.222884559,26.090000000000003,10.324056300063223,15.770323955219533,7.392620611492578
TCD,5.843038208605477,1.3026,27.45038318789556,17.52737331859782,17.709526252682092,2.857710750472705,4.13496643,24.0842,9.736360715347619,29.09741399704282,0.85,59.08581443,58.687529342,23.4,6.864741325326494,21.28836636359032,6.254876339649389
TEA,3.762138642783598,4.132028593037302,23.23168117250116,20.89964216485228,41.48710214088205,2.8503073128230927,5.20876011399156,59.14811254082353,25.13886383815708,37.132167437807,20.218,71.747738091,19.062732959000005,19.56,9.201317975851792,29.28856843915266,11.374159005837168
TEC,6.923717071940456,5.9306650818836655,35.60548467391254,33.43527417496382,26.445502569835742,4.090913222931728,6.222661970850103,67.00839082264082,15.191543876876818,29.30689525840146,20.006999999999998,71.79309410900001,20.9719659741,18.11,9.309724088481698,27.371156031633628,9.896782211902638
TGO,4.440995947343608,2.0822,24.15612900183456,36.3484584996699,21.0506318082178,4.058308570723172,5.9399770499999995,43.92659999999999,12.7160813739239,20.13352913393578,0.8,66.41721819,39.463099021,27.9,6.851351726278024,20.773156169027075,6.8400159072502875
THA,1.723527022631147,0.936,62.18700629508489,60.51524554399248,26.27774950295372,2.8170896066071425,4.66361046,52.88199999999999,25.80651880064368,33.71094115790338,5.41,75.29014364,8.047869053,17.6,8.867777984496742,25.600268023891527,7.380642247407403
TJK,9.21152908009795,11.8938,18.762801491157397,45.898512029085474,40.51755912541743,5.088204504699668,7.9605599625,27.9914,15.094491155032376,34.32889344762465,18.7,73.49938753,25.783627811,18.1,6.967517685350291,21.13253347862949,7.1428408398064995
TKM,6.436248811008961,4.2944,21.220099163550326,13.8936347599367,20.621509316639678,3.4761375188827524,5.4968745725,53.50699999999999,14.512802878848538,38.55671329181955,19.3,65.70659259,35.613937101,21.4,8.951813524672913,22.74238309612023,7.709075466435973
TLA,4.463237900173632,7.842408025649059,26.11599405869992,26.6219782520852,17.46841000167006,4.00441008458844,8.076642255836468,81.5732633923978,17.13152172162452,30.57486354983174,20.006999999999998,71.79309410900001,20.9719659741,18.11,9.137510123881112,27.65186351551705,9.896782211902638
TLS,4.336384435856745,1.9574,44.679725574948776,48.20533575736795,21.384835209400062,3.9557653310695664,10.4302623275,32.0774,1.3037571460849142,44.32982978836665,7.52,66.52957629,35.927039793,19.5,7.550620248360396,17.341273874875643,4.133308832240242
TMN,5.753802771034792,9.244120208730696,23.61735179137888,28.33970303347156,22.759196327095424,3.4069660373710335,4.915303266469805,51.7238247199144,13.05334080102975,33.05637870672426,22.607,71.782052087,19.930900249100002,16.590000000000003,7.920222606016743,26.24673037897595,8.361641206886665
TON,5.159382983018912,2.3132,15.370827224569524,64.40033903460613,25.981269444867475,5.173847422120496,6.6888709075,23.1396,5.122610052606557,15.515960060647725,10.14,70.21465679,8.029374481,31.0,8.48744855251149,17.079228560687827,0.6896410412306576
TSA,5.46338617610126,5.488810488139194,20.007663711769705,22.98438899687696,30.5188808292606,2.921341716162792,3.1848062825655523,35.80024428614112,14.31292266188484,26.17326689903154,20.006999999999998,71.79309410900001,20.971965974100005,18.11,7.770225616494896,27.04626861818678,9.896782211902638
TSS,5.5692981744901635,6.340054057247076,25.8622783815344,26.53230136180698,19.1063508805712,3.3166404602764024,5.002552103651433,42.44850212156392,11.42717614499374,27.4122892476078,22.607,71.782052087,19.930900249100002,16.59,7.351042572074008,26.111727455443397,8.361641206886663
TTO,2.7285574470270686,4.3582,41.509931150845134,50.60534649789893,19.455655004171255,3.2366149425506574,6.97410977,53.364,16.253850579593248,37.84514959312088,41.57,68.41079132,17.211429548,23.6,9.818707084858412,22.121303058481267,3.6671194123313726
TUN,7.2365150317052125,16.1752,46.56762528330414,55.77423106928307,7.004571776257346,6.870975046922617,6.753832935,70.2188,14.6679958102684,23.2752135296147,13.15,74.06842662,11.254881388,14.7,8.267201850143516,22.6265660496006,7.850111339377475
TUR,43.31002912321525,10.6838,32.68191866766308,34.45702504926902,27.778423672345745,3.5558067162831635,4.3099974974999995,77.0104,20.758125016365277,28.95452476765892,22.36,75.27238945,8.477152522,20.7,9.352541107442681,25.942703899074008,8.215871318380419
TUV,7.060278423709738,8.74203,24.140222392835803,73.37034505912335,19.120056938830494,14.167917650856223,19.6391563425,65.499,3.4103136351130403,11.733978559610346,13.46,66.35681783000001,17.129033797,29.119999999999997,8.66307968003981,16.928128222344764,7.388605186610062
TZA,3.63753238713382,2.6696,16.01270388790108,18.50865740045012,36.329071675748274,3.199589510041448,3.4150927075,36.6816,8.128011369549762,27.75947200848298,1.34,65.23878398,26.819296865,18.8,7.073330730064772,22.519039727887346,6.68799474879348
UGA,4.277602503289362,3.1734,14.34494469523172,23.26097629366204,21.78179799738614,2.5897360693123765,4.7257177825,26.1652,15.8881778366003,26.203633823599056,1.91,65.98577935,30.496342057,25.0,6.86100917422723,22.692938155928196,6.813383059155789
UKR,10.326054972488542,9.6545,34.533156872063635,46.36955377873096,13.22479375258786,5.26121497154236,7.61888981,69.93260000000001,8.942447089759073,20.01526311470464,35.311,70.90674708,8.552918245,24.8,8.443307969391768,23.493204214520592,9.982423863763396
UMC,4.610755314575632,6.102899909849768,23.59656103224894,21.81081227729172,34.422332908414106,3.858735024929045,5.768781522024685,67.89163198570942,22.36084403395322,34.755910953271595,20.218,71.747738091,19.062732959000005,19.56,9.213315217224089,29.468313247810023,11.374159005837168
URY,7.46538949595534,8.874799999999999,29.87311439788046,24.61760826166466,14.98752775105692,4.58054006099701,9.0429811475,95.6858,10.016229212012451,17.18113747471532,46.74,78.74074445,6.128542847,17.4,9.917281027543664,22.651690092200916,4.828105715667301
USA,4.200021333812374,4.9596,10.87504961811668,14.11944609614908,18.21404106062662,5.40785002708435,17.3692579275,83.08680000000001,10.157647603802838,17.55325573130606,36.81,76.37368104,5.491738095,13.7,11.242924401534033,28.58625144452377,8.652568483013702
UZB,10.949691711820702,4.819,22.73607421727182,37.90079373383024,28.17871482109418,4.820919365112152,6.7932162300000005,50.493399999999994,19.44554577850586,31.74751739316732,23.1,72.18877681,11.008593285,24.6,7.85252741372673,23.591639242353892,5.403060191474216
VCT,2.959396075094936,19.4048,19.56467551964212,63.4293922316189,17.16639253441181,6.33259420684886,4.786304115,53.8766,3.7413450372656696,14.04334993432644,9.38,72.55709418,10.696850068,23.6,9.185527731762422,17.43247623902766,0.16126814759612226
VEN,6.597041282401499,6.2468,24.859115480684604,31.013569073363936,21.96179286522858,0.0031300000846386,3.738620819999999,88.385,10.11968866527135,25.849897050406355,16.64,66.85586071,21.477539369,22.5,9.317657349264689,24.16284143937356,8.55376501474113
VGB,3.252598092332183,9.24564,54.66773268834366,74.07471105121218,21.512062130487088,2.84670082410572,9.596043662449999,49.337,9.174717595659457,18.983354497005738,30.360000000000003,70.03681585200002,11.649483708,25.910000000000004,11.024070300309008,19.696458443773043,1.9314344513005368
VIR,11.296833890858881,13.361,75.31866892137604,91.1890614282742,14.78083164242878,3.64642873778802,6.5202584752,96.1312,9.565092502879953,19.53797629070098,8.633,65.26559985399999,34.4091704229,24.7,10.650825850014451,19.767690651193014,7.441497617413621
VNM,3.017228595959194,1.8174,89.5298383542888,84.94350816308095,33.33089422905493,3.016363594431967,4.6081893425,38.7666,24.35878882608732,37.5681257477903,11.07,69.72524095,15.820098054,20.1,8.315398692297775,25.321152876242394,7.279380212841332
VUT,6.383610460198854,4.8202,12.454872689966058,51.8851025166546,32.304294220679196,7.642134025000107,4.0779794475,25.825799999999997,2.579518842284853,8.865987174297496,1.64,69.81194005,13.176596782,36.8,8.10832799333188,17.0383032556551,1.9867778568164165
WLD,4.431054412263537,5.548398017183748,28.73658987625334,27.90988762200264,25.593350653197,3.9842333549054025,10.216644859507928,56.82287909111206,15.75709103306402,26.59454291459336,20.218,71.747738091,19.062732959000005,19.56,9.44351644847657,30.397274853005495,11.374159005837168
WSM,4.524055327286388,5.724600000000001,22.24346817826386,53.185493700646575,27.039924347485403,5.48900753345909,6.236980915,17.634999999999998,4.829590743384292,11.10599356731896,5.61,71.58085255,12.760458426,32.3,8.349991383902022,17.603948681895126,1.5428706681619873
XKX,4.339240820556737,9.259991380012782,35.0582425149179,66.63590216915276,26.265240250382774,3.1878937721336262,5.168852964551455,57.988440000000004,13.00344535636618,26.959100883047277,16.387,64.97091544300001,7.480357795,23.089999999999996,8.644632791166401,20.946327568572347,7.549103984940913
YEM,8.9243111196174,17.556,37.13484634488755,40.98264822548625,20.062451522080302,4.4144895820454115,5.9932322525,39.19,13.132479738286634,28.964305850302388,0.98,65.76206783,31.149801578,23.8,9.274956995888735,24.598443226931057,8.925130308258252
ZAF,5.06548056029471,32.3516,31.33106691483432,28.36094681661556,14.70810951964838,6.205280017852784,8.6762530775,68.3306,12.39468212530486,24.43517768000192,7.94,58.90287177,24.417539886,22.7,8.73964300940564,24.600828449317547,9.287667920014524
ZMB,14.923437996740798,5.8186,44.9940995418948,33.2445412249874,43.07067161408497,3.697491477356513,6.2388708575,45.766200000000005,8.43110633563631,37.978845177558426,3.24,60.96884286,33.728738,21.6,7.106071678102494,21.458876111281672,6.158915668326318
ZWE,253.48436436092675,9.1122,23.32511148293448,29.95330653444872,15.384153175482702,0.384771297211919,3.1504007549999997,32.4254,16.74167073026738,31.874638712212317,1.36,56.19460869,36.077838041,30.1,7.63170623776057,22.458443249906377,4.1180285362262525
